country_region,province_state,date,confirmed,deaths,recovered,admin2
Colombia,Santander,2020-06-03,84,4,47,
Colombia,Sucre,2020-06-03,25,0,4,
Colombia,Tolima,2020-06-03,274,9,147,
Colombia,Unknown,2020-06-03,51,0,0,
Colombia,Valle del Cauca,2020-06-03,3714,179,1254,
Colombia,Vaupes,2020-06-03,11,0,0,
Colombia,Vichada,2020-06-03,1,0,0,
Ethiopia,,2020-06-03,1486,17,246,
Indonesia,,2020-06-03,28233,1698,8406,
Malaysia,,2020-06-03,7970,115,6531,
Colombia,Amazonas,2020-06-04,1898,66,758,
Colombia,Antioquia,2020-06-04,1260,7,518,
Colombia,Arauca,2020-06-04,1,0,1,
Colombia,Atlantico,2020-06-04,4756,137,1234,
Colombia,Bolivar,2020-06-04,3571,164,841,
Colombia,Boyaca,2020-06-04,214,13,108,
Colombia,Caldas,2020-06-04,156,6,105,
Colombia,Capital District,2020-06-04,11250,288,4494,
Colombia,Caqueta,2020-06-04,24,2,18,
Colombia,Casanare,2020-06-04,35,0,26,
Colombia,Cauca,2020-06-04,116,4,53,
Colombia,Cesar,2020-06-04,348,12,63,
Colombia,Choco,2020-06-04,295,10,47,
Colombia,Cordoba,2020-06-04,163,7,56,
Colombia,Cundinamarca,2020-06-04,1090,23,335,
Colombia,Guainia,2020-06-04,6,0,0,
Colombia,Huila,2020-06-04,252,13,196,
Colombia,La Guajira,2020-06-04,65,4,31,
Colombia,Magdalena,2020-06-04,706,44,275,
Colombia,Meta,2020-06-04,983,10,922,
Colombia,Narino,2020-06-04,1346,57,313,
Colombia,Norte de Santander,2020-06-04,134,14,99,
Colombia,Putumayo,2020-06-04,10,2,2,
Colombia,Quindio,2020-06-04,119,4,78,
Colombia,Risaralda,2020-06-04,262,9,225,
Colombia,San Andres y Providencia,2020-06-04,17,0,15,
Colombia,Santander,2020-06-04,114,4,47,
Colombia,Sucre,2020-06-04,47,0,4,
Colombia,Tolima,2020-06-04,274,9,149,
Colombia,Unknown,2020-06-04,56,0,0,
Colombia,Valle del Cauca,2020-06-04,3886,190,1306,
Colombia,Vaupes,2020-06-04,11,0,0,
Colombia,Vichada,2020-06-04,1,0,0,
Ethiopia,,2020-06-04,1636,18,250,
Indonesia,,2020-06-04,28818,1721,8892,
Malaysia,,2020-06-04,8247,115,6559,
Colombia,Amazonas,2020-06-05,1954,70,858,
Colombia,Antioquia,2020-06-05,1360,7,552,
Colombia,Arauca,2020-06-05,2,0,1,
Colombia,Atlantico,2020-06-05,5808,173,1543,
Colombia,Bolivar,2020-06-05,3858,175,1011,
Colombia,Boyaca,2020-06-05,221,13,115,
Colombia,Caldas,2020-06-05,164,7,116,
Colombia,Capital District,2020-06-05,12185,311,4895,
Colombia,Caqueta,2020-06-05,24,2,19,
Colombia,Casanare,2020-06-05,36,0,26,
Colombia,Cauca,2020-06-05,135,5,60,
Colombia,Cesar,2020-06-05,415,12,63,
Colombia,Choco,2020-06-05,395,10,53,
Colombia,Cordoba,2020-06-05,195,9,64,
Colombia,Cundinamarca,2020-06-05,1203,31,359,
Colombia,Guainia,2020-06-05,6,0,0,
Colombia,Huila,2020-06-05,253,13,211,
Colombia,La Guajira,2020-06-05,72,5,38,
Colombia,Magdalena,2020-06-05,735,46,315,
Colombia,Meta,2020-06-05,987,11,926,
Colombia,Narino,2020-06-05,1431,60,358,
Colombia,Norte de Santander,2020-06-05,133,14,103,
Colombia,Putumayo,2020-06-05,11,2,3,
Colombia,Quindio,2020-06-05,120,4,87,
Colombia,Risaralda,2020-06-05,268,9,227,
Colombia,San Andres y Providencia,2020-06-05,17,0,15,
Colombia,Santander,2020-06-05,131,4,50,
Colombia,Sucre,2020-06-05,81,0,5,
Colombia,Tolima,2020-06-05,279,9,156,
Colombia,Unknown,2020-06-05,62,0,0,
Colombia,Valle del Cauca,2020-06-05,4206,202,1430,
Colombia,Vaupes,2020-06-05,11,0,11,
Colombia,Vichada,2020-06-05,1,0,0,
Ethiopia,,2020-06-05,1805,19,262,
Indonesia,,2020-06-05,29521,1770,9443,
Malaysia,,2020-06-05,8266,116,6610,
Colombia,Amazonas,2020-06-06,1954,70,858,
Colombia,Antioquia,2020-06-06,1360,7,552,
Colombia,Arauca,2020-06-06,2,0,1,
Colombia,Atlantico,2020-06-06,5808,173,1543,
Colombia,Bolivar,2020-06-06,3858,175,1011,
Colombia,Boyaca,2020-06-06,221,13,115,
Colombia,Caldas,2020-06-06,164,7,116,
Colombia,Capital District,2020-06-06,12185,311,4895,
Colombia,Caqueta,2020-06-06,24,2,19,
Colombia,Casanare,2020-06-06,36,0,26,
Colombia,Cauca,2020-06-06,135,5,60,
Colombia,Cesar,2020-06-06,415,12,63,
Colombia,Choco,2020-06-06,395,10,53,
Colombia,Cordoba,2020-06-06,195,9,64,
Colombia,Cundinamarca,2020-06-06,1203,31,359,
Colombia,Guainia,2020-06-06,6,0,0,
Colombia,Huila,2020-06-06,253,13,211,
Colombia,La Guajira,2020-06-06,72,5,38,
Colombia,Magdalena,2020-06-06,735,46,315,
Colombia,Meta,2020-06-06,987,11,926,
Colombia,Narino,2020-06-06,1431,60,358,
Colombia,Norte de Santander,2020-06-06,133,14,103,
Colombia,Putumayo,2020-06-06,11,2,3,
Colombia,Quindio,2020-06-06,120,4,87,
Colombia,Risaralda,2020-06-06,268,9,227,
Colombia,San Andres y Providencia,2020-06-06,17,0,15,
Colombia,Santander,2020-06-06,131,4,50,
Colombia,Sucre,2020-06-06,81,0,5,
Colombia,Tolima,2020-06-06,279,9,156,
Colombia,Unknown,2020-06-06,62,0,0,
Colombia,Valle del Cauca,2020-06-06,4206,202,1430,
Colombia,Vaupes,2020-06-06,11,0,11,
Colombia,Vichada,2020-06-06,1,0,0,
Ethiopia,,2020-06-06,1934,20,281,
Indonesia,,2020-06-06,30514,1801,9907,
Malaysia,,2020-06-06,8303,117,6635,
Colombia,Amazonas,2020-06-07,1980,71,922,
Colombia,Antioquia,2020-06-07,1450,7,570,
Colombia,Arauca,2020-06-07,2,0,1,
Colombia,Atlantico,2020-06-07,6184,200,1716,
Colombia,Bolivar,2020-06-07,3969,176,1104,
Colombia,Boyaca,2020-06-07,223,14,128,
Colombia,Caldas,2020-06-07,173,7,117,
Colombia,Capital District,2020-06-07,12531,320,5109,
Colombia,Caqueta,2020-06-07,23,1,20,
Colombia,Casanare,2020-06-07,37,1,29,
Colombia,Cauca,2020-06-07,144,5,61,
Colombia,Cesar,2020-06-07,425,12,66,
Colombia,Choco,2020-06-07,396,10,68,
Colombia,Cordoba,2020-06-07,210,10,65,
Colombia,Cundinamarca,2020-06-07,1241,33,368,
Colombia,Guainia,2020-06-07,6,0,0,
Colombia,Huila,2020-06-07,253,13,217,
Colombia,La Guajira,2020-06-07,107,5,42,
Colombia,Magdalena,2020-06-07,750,48,353,
Colombia,Meta,2020-06-07,984,11,922,
Colombia,Narino,2020-06-07,1551,64,390,
Colombia,Norte de Santander,2020-06-07,132,14,103,
Colombia,Putumayo,2020-06-07,11,2,3,
Colombia,Quindio,2020-06-07,121,4,92,
Colombia,Risaralda,2020-06-07,274,10,230,
Colombia,San Andres y Providencia,2020-06-07,17,0,15,
Colombia,Santander,2020-06-07,150,4,50,
Colombia,Sucre,2020-06-07,97,2,5,
Colombia,Tolima,2020-06-07,280,10,163,
Colombia,Unknown,2020-06-07,61,0,0,
Colombia,Valle del Cauca,2020-06-07,4355,211,1474,
Colombia,Vaupes,2020-06-07,11,0,11,
Colombia,Vichada,2020-06-07,1,0,0,
Ethiopia,,2020-06-07,2020,27,344,
Indonesia,,2020-06-07,31186,1851,10498,
Malaysia,,2020-06-07,8322,117,6674,
Colombia,Amazonas,2020-06-08,2029,73,1067,
Colombia,Antioquia,2020-06-08,1574,10,589,
Colombia,Arauca,2020-06-08,2,0,1,
Colombia,Atlantico,2020-06-08,6761,246,2173,
Colombia,Bolivar,2020-06-08,4221,188,1344,
Colombia,Boyaca,2020-06-08,225,14,133,
Colombia,Caldas,2020-06-08,175,8,117,
Colombia,Capital District,2020-06-08,13329,335,5682,
Colombia,Caqueta,2020-06-08,25,2,21,
Colombia,Casanare,2020-06-08,36,0,31,
Colombia,Cauca,2020-06-08,158,6,63,
Colombia,Cesar,2020-06-08,449,12,71,
Colombia,Choco,2020-06-08,472,12,91,
Colombia,Cordoba,2020-06-08,226,11,66,
Colombia,Cundinamarca,2020-06-08,1403,38,407,
Colombia,Guainia,2020-06-08,6,0,0,
Colombia,Guaviare,2020-06-08,1,0,0,
Colombia,Huila,2020-06-08,259,13,222,
Colombia,La Guajira,2020-06-08,109,6,44,
Colombia,Magdalena,2020-06-08,780,48,380,
Colombia,Meta,2020-06-08,991,11,927,
Colombia,Narino,2020-06-08,1700,66,585,
Colombia,Norte de Santander,2020-06-08,145,14,106,
Colombia,Putumayo,2020-06-08,11,2,3,
Colombia,Quindio,2020-06-08,121,5,95,
Colombia,Risaralda,2020-06-08,278,10,233,
Colombia,San Andres y Providencia,2020-06-08,17,0,15,
Colombia,Santander,2020-06-08,167,6,50,
Colombia,Sucre,2020-06-08,131,2,5,
Colombia,Tolima,2020-06-08,293,12,200,
Colombia,Unknown,2020-06-08,64,0,0,
Colombia,Valle del Cauca,2020-06-08,4677,223,1727,
Colombia,Vaupes,2020-06-08,11,0,11,
Colombia,Vichada,2020-06-08,1,0,0,
Ethiopia,,2020-06-08,2156,27,361,
Indonesia,,2020-06-08,32033,1883,10904,
Malaysia,,2020-06-08,8329,117,6694,
Colombia,Amazonas,2020-06-09,2029,73,1067,
Colombia,Antioquia,2020-06-09,1574,10,589,
Colombia,Arauca,2020-06-09,2,0,1,
Colombia,Atlantico,2020-06-09,6761,246,2173,
Colombia,Bolivar,2020-06-09,4221,188,1344,
Colombia,Boyaca,2020-06-09,225,14,133,
Colombia,Caldas,2020-06-09,175,8,117,
Colombia,Capital District,2020-06-09,13329,335,5682,
Colombia,Caqueta,2020-06-09,25,2,21,
Colombia,Casanare,2020-06-09,36,0,31,
Colombia,Cauca,2020-06-09,158,6,63,
Colombia,Cesar,2020-06-09,449,12,71,
Colombia,Choco,2020-06-09,472,12,91,
Colombia,Cordoba,2020-06-09,226,11,66,
Colombia,Cundinamarca,2020-06-09,1403,38,407,
Colombia,Guainia,2020-06-09,6,0,0,
Colombia,Guaviare,2020-06-09,1,0,0,
Colombia,Huila,2020-06-09,259,13,222,
Colombia,La Guajira,2020-06-09,109,6,44,
Colombia,Magdalena,2020-06-09,780,48,380,
Colombia,Meta,2020-06-09,991,11,927,
Colombia,Narino,2020-06-09,1700,66,585,
Colombia,Norte de Santander,2020-06-09,145,14,106,
Colombia,Putumayo,2020-06-09,11,2,3,
Colombia,Quindio,2020-06-09,121,5,95,
Colombia,Risaralda,2020-06-09,278,10,233,
Colombia,San Andres y Providencia,2020-06-09,17,0,15,
Colombia,Santander,2020-06-09,167,6,50,
Colombia,Sucre,2020-06-09,131,2,5,
Colombia,Tolima,2020-06-09,293,12,200,
Colombia,Unknown,2020-06-09,64,0,0,
Colombia,Valle del Cauca,2020-06-09,4677,223,1727,
Colombia,Vaupes,2020-06-09,11,0,11,
Colombia,Vichada,2020-06-09,1,0,0,
Ethiopia,,2020-06-09,2336,32,379,
Indonesia,,2020-06-09,33076,1923,11414,
Malaysia,,2020-06-09,8336,117,6975,
Colombia,Amazonas,2020-06-10,2033,74,1070,
Colombia,Antioquia,2020-06-10,1648,10,591,
Colombia,Arauca,2020-06-10,2,0,1,
Colombia,Atlantico,2020-06-10,7096,277,2190,
Colombia,Bolivar,2020-06-10,4364,194,1364,
Colombia,Boyaca,2020-06-10,227,14,133,
Colombia,Caldas,2020-06-10,179,8,117,
Colombia,Capital District,2020-06-10,13709,344,5720,
Colombia,Caqueta,2020-06-10,25,2,21,
Colombia,Casanare,2020-06-10,36,0,31,
Colombia,Cauca,2020-06-10,160,7,63,
Colombia,Cesar,2020-06-10,470,12,71,
Colombia,Choco,2020-06-10,488,12,92,
Colombia,Cordoba,2020-06-10,231,13,68,
Colombia,Cundinamarca,2020-06-10,1454,40,411,
Colombia,Guainia,2020-06-10,6,0,0,
Colombia,Guaviare,2020-06-10,2,0,0,
Colombia,Huila,2020-06-10,259,13,222,
Colombia,La Guajira,2020-06-10,113,6,44,
Colombia,Magdalena,2020-06-10,799,49,381,
Colombia,Meta,2020-06-10,999,11,927,
Colombia,Narino,2020-06-10,1794,68,586,
Colombia,Norte de Santander,2020-06-10,148,14,106,
Colombia,Putumayo,2020-06-10,11,2,3,
Colombia,Quindio,2020-06-10,122,5,95,
Colombia,Risaralda,2020-06-10,286,10,233,
Colombia,San Andres y Providencia,2020-06-10,17,0,15,
Colombia,Santander,2020-06-10,194,7,50,
Colombia,Sucre,2020-06-10,143,2,5,
Colombia,Tolima,2020-06-10,295,12,200,
Colombia,Unknown,2020-06-10,64,0,0,
Colombia,Valle del Cauca,2020-06-10,4820,233,1745,
Colombia,Vaupes,2020-06-10,11,0,11,
Colombia,Vichada,2020-06-10,1,0,0,
Ethiopia,,2020-06-10,2506,35,401,
Indonesia,,2020-06-10,34316,1959,12129,
Malaysia,,2020-06-10,8338,118,7014,
Colombia,Amazonas,2020-06-11,2066,74,1156,
Colombia,Antioquia,2020-06-11,1704,10,610,
Colombia,Arauca,2020-06-11,2,0,1,
Colombia,Atlantico,2020-06-11,7502,302,2289,
Colombia,Bolivar,2020-06-11,4484,204,1452,
Colombia,Boyaca,2020-06-11,231,14,136,
Colombia,Caldas,2020-06-11,185,8,119,
Colombia,Capital District,2020-06-11,14132,358,6060,
Colombia,Caqueta,2020-06-11,25,2,21,
Colombia,Casanare,2020-06-11,36,0,31,
Colombia,Cauca,2020-06-11,163,7,66,
Colombia,Cesar,2020-06-11,496,12,71,
Colombia,Choco,2020-06-11,556,12,95,
Colombia,Cordoba,2020-06-11,235,13,68,
Colombia,Cundinamarca,2020-06-11,1491,40,434,
Colombia,Guainia,2020-06-11,7,1,0,
Colombia,Guaviare,2020-06-11,2,0,0,
Colombia,Huila,2020-06-11,259,13,225,
Colombia,La Guajira,2020-06-11,113,8,44,
Colombia,Magdalena,2020-06-11,819,51,409,
Colombia,Meta,2020-06-11,1001,12,938,
Colombia,Narino,2020-06-11,1989,70,616,
Colombia,Norte de Santander,2020-06-11,148,14,107,
Colombia,Putumayo,2020-06-11,11,2,3,
Colombia,Quindio,2020-06-11,122,5,95,
Colombia,Risaralda,2020-06-11,294,11,233,
Colombia,San Andres y Providencia,2020-06-11,17,0,15,
Colombia,Santander,2020-06-11,202,7,50,
Colombia,Sucre,2020-06-11,166,3,5,
Colombia,Tolima,2020-06-11,298,13,204,
Colombia,Unknown,2020-06-11,64,0,0,
Colombia,Valle del Cauca,2020-06-11,4978,239,1802,
Colombia,Vaupes,2020-06-11,11,0,11,
Colombia,Vichada,2020-06-11,1,0,0,
Ethiopia,,2020-06-11,2670,40,434,
Indonesia,,2020-06-11,35295,2000,12636,
Malaysia,,2020-06-11,8369,118,7065,
Colombia,Amazonas,2020-06-12,2075,76,1167,
Colombia,Antioquia,2020-06-12,1731,10,659,
Colombia,Arauca,2020-06-12,2,0,1,
Colombia,Atlantico,2020-06-12,7931,330,2390,
Colombia,Bolivar,2020-06-12,4623,204,1484,
Colombia,Boyaca,2020-06-12,236,14,139,
Colombia,Caldas,2020-06-12,188,8,125,
Colombia,Capital District,2020-06-12,14537,362,6155,
Colombia,Caqueta,2020-06-12,25,2,21,
Colombia,Casanare,2020-06-12,36,0,32,
Colombia,Cauca,2020-06-12,166,8,69,
Colombia,Cesar,2020-06-12,499,14,71,
Colombia,Choco,2020-06-12,576,16,110,
Colombia,Cordoba,2020-06-12,243,13,70,
Colombia,Cundinamarca,2020-06-12,1585,41,452,
Colombia,Guainia,2020-06-12,7,1,0,
Colombia,Guaviare,2020-06-12,2,0,0,
Colombia,Huila,2020-06-12,267,13,227,
Colombia,La Guajira,2020-06-12,115,8,46,
Colombia,Magdalena,2020-06-12,833,55,414,
Colombia,Meta,2020-06-12,1003,12,939,
Colombia,Narino,2020-06-12,2030,72,633,
Colombia,Norte de Santander,2020-06-12,148,14,107,
Colombia,Putumayo,2020-06-12,12,2,3,
Colombia,Quindio,2020-06-12,123,5,95,
Colombia,Risaralda,2020-06-12,302,11,233,
Colombia,San Andres y Providencia,2020-06-12,17,0,15,
Colombia,Santander,2020-06-12,208,8,52,
Colombia,Sucre,2020-06-12,174,5,6,
Colombia,Tolima,2020-06-12,314,13,206,
Colombia,Unknown,2020-06-12,66,0,0,
Colombia,Valle del Cauca,2020-06-12,5258,245,1891,
Colombia,Vaupes,2020-06-12,11,0,11,
Colombia,Vichada,2020-06-12,1,0,0,
Ethiopia,,2020-06-12,2915,47,451,
Indonesia,,2020-06-12,36406,2048,13213,
Malaysia,,2020-06-12,8402,119,7168,
Colombia,Amazonas,2020-06-13,2091,76,1209,
Colombia,Antioquia,2020-06-13,1782,10,703,
Colombia,Arauca,2020-06-13,2,0,1,
Colombia,Atlantico,2020-06-13,8597,356,2596,
Colombia,Bolivar,2020-06-13,4755,210,1577,
Colombia,Boyaca,2020-06-13,236,14,144,
Colombia,Caldas,2020-06-13,191,8,125,
Colombia,Capital District,2020-06-13,14940,382,6429,
Colombia,Caqueta,2020-06-13,25,2,21,
Colombia,Casanare,2020-06-13,37,0,33,
Colombia,Cauca,2020-06-13,169,8,71,
Colombia,Cesar,2020-06-13,504,14,72,
Colombia,Choco,2020-06-13,582,16,125,
Colombia,Cordoba,2020-06-13,248,13,71,
Colombia,Cundinamarca,2020-06-13,1644,41,494,
Colombia,Guainia,2020-06-13,7,1,0,
Colombia,Guaviare,2020-06-13,2,0,0,
Colombia,Huila,2020-06-13,267,13,227,
Colombia,La Guajira,2020-06-13,115,8,47,
Colombia,Magdalena,2020-06-13,850,55,425,
Colombia,Meta,2020-06-13,1010,12,939,
Colombia,Narino,2020-06-13,2057,75,672,
Colombia,Norte de Santander,2020-06-13,148,14,108,
Colombia,Putumayo,2020-06-13,12,2,3,
Colombia,Quindio,2020-06-13,124,5,96,
Colombia,Risaralda,2020-06-13,308,11,234,
Colombia,San Andres y Providencia,2020-06-13,18,0,17,
Colombia,Santander,2020-06-13,211,9,54,
Colombia,Sucre,2020-06-13,196,5,6,
Colombia,Tolima,2020-06-13,343,13,207,
Colombia,Unknown,2020-06-13,68,0,0,
Colombia,Valle del Cauca,2020-06-13,5443,250,2032,
Colombia,Vaupes,2020-06-13,11,0,11,
Colombia,Vichada,2020-06-13,1,0,0,
Ethiopia,,2020-06-13,3166,55,495,
Indonesia,,2020-06-13,37420,2091,13776,
Malaysia,,2020-06-13,8445,120,7311,
Colombia,Amazonas,2020-06-14,2111,78,1232,
Colombia,Antioquia,2020-06-14,1884,10,765,
Colombia,Arauca,2020-06-14,2,0,1,
Colombia,Atlantico,2020-06-14,9077,377,2707,
Colombia,Bolivar,2020-06-14,4905,211,1613,
Colombia,Boyaca,2020-06-14,241,14,150,
Colombia,Caldas,2020-06-14,191,8,130,
Colombia,Capital District,2020-06-14,15458,388,6742,
Colombia,Caqueta,2020-06-14,25,2,21,
Colombia,Casanare,2020-06-14,37,0,33,
Colombia,Cauca,2020-06-14,178,8,73,
Colombia,Cesar,2020-06-14,528,14,73,
Colombia,Choco,2020-06-14,680,18,137,
Colombia,Cordoba,2020-06-14,253,13,78,
Colombia,Cundinamarca,2020-06-14,1732,44,525,
Colombia,Guainia,2020-06-14,7,1,0,
Colombia,Guaviare,2020-06-14,2,0,0,
Colombia,Huila,2020-06-14,272,13,232,
Colombia,La Guajira,2020-06-14,121,8,48,
Colombia,Magdalena,2020-06-14,920,57,433,
Colombia,Meta,2020-06-14,1011,12,939,
Colombia,Narino,2020-06-14,2081,77,710,
Colombia,Norte de Santander,2020-06-14,156,14,110,
Colombia,Putumayo,2020-06-14,13,2,4,
Colombia,Quindio,2020-06-14,125,5,100,
Colombia,Risaralda,2020-06-14,315,11,234,
Colombia,San Andres y Providencia,2020-06-14,18,0,17,
Colombia,Santander,2020-06-14,222,9,54,
Colombia,Sucre,2020-06-14,213,8,7,
Colombia,Tolima,2020-06-14,382,13,208,
Colombia,Unknown,2020-06-14,75,0,0,
Colombia,Valle del Cauca,2020-06-14,5633,255,2072,
Colombia,Vaupes,2020-06-14,27,0,11,
Colombia,Vichada,2020-06-14,1,0,1,
Ethiopia,,2020-06-14,3345,57,545,
Indonesia,,2020-06-14,38277,2134,14531,
Malaysia,,2020-06-14,8453,121,7346,
Colombia,Amazonas,2020-06-15,2131,79,1309,
Colombia,Antioquia,2020-06-15,2147,11,782,
Colombia,Arauca,2020-06-15,45,0,2,
Colombia,Atlantico,2020-06-15,10882,434,2792,
Colombia,Bolivar,2020-06-15,5256,224,1685,
Colombia,Boyaca,2020-06-15,251,14,158,
Colombia,Caldas,2020-06-15,200,8,130,
Colombia,Capital District,2020-06-15,16404,416,6885,
Colombia,Caqueta,2020-06-15,25,2,21,
Colombia,Casanare,2020-06-15,38,0,33,
Colombia,Cauca,2020-06-15,189,8,73,
Colombia,Cesar,2020-06-15,554,17,86,
Colombia,Choco,2020-06-15,715,21,139,
Colombia,Cordoba,2020-06-15,279,16,81,
Colombia,Cundinamarca,2020-06-15,1789,46,555,
Colombia,Guainia,2020-06-15,7,1,0,
Colombia,Guaviare,2020-06-15,5,0,0,
Colombia,Huila,2020-06-15,276,13,233,
Colombia,La Guajira,2020-06-15,138,8,51,
Colombia,Magdalena,2020-06-15,973,65,445,
Colombia,Meta,2020-06-15,1025,12,940,
Colombia,Narino,2020-06-15,2171,80,725,
Colombia,Norte de Santander,2020-06-15,162,15,110,
Colombia,Putumayo,2020-06-15,13,3,5,
Colombia,Quindio,2020-06-15,128,5,100,
Colombia,Risaralda,2020-06-15,323,11,235,
Colombia,San Andres y Providencia,2020-06-15,19,0,17,
Colombia,Santander,2020-06-15,253,9,54,
Colombia,Sucre,2020-06-15,240,11,10,
Colombia,Tolima,2020-06-15,394,15,208,
Colombia,Unknown,2020-06-15,74,0,0,
Colombia,Valle del Cauca,2020-06-15,6077,264,2110,
Colombia,Vaupes,2020-06-15,27,0,11,
Colombia,Vichada,2020-06-15,1,0,1,
Ethiopia,,2020-06-15,3521,60,620,
Indonesia,,2020-06-15,39294,2198,15123,
Malaysia,,2020-06-15,8494,121,7400,
Colombia,Amazonas,2020-06-16,2131,79,1309,
Colombia,Antioquia,2020-06-16,2147,11,782,
Colombia,Arauca,2020-06-16,45,0,2,
Colombia,Atlantico,2020-06-16,10882,434,2792,
Colombia,Bolivar,2020-06-16,5256,224,1685,
Colombia,Boyaca,2020-06-16,251,14,158,
Colombia,Caldas,2020-06-16,200,8,130,
Colombia,Capital District,2020-06-16,16404,416,6885,
Colombia,Caqueta,2020-06-16,25,2,21,
Colombia,Casanare,2020-06-16,38,0,33,
Colombia,Cauca,2020-06-16,189,8,73,
Colombia,Cesar,2020-06-16,554,17,86,
Colombia,Choco,2020-06-16,715,21,139,
Colombia,Cordoba,2020-06-16,279,16,81,
Colombia,Cundinamarca,2020-06-16,1789,46,555,
Colombia,Guainia,2020-06-16,7,1,0,
Colombia,Guaviare,2020-06-16,5,0,0,
Colombia,Huila,2020-06-16,276,13,233,
Colombia,La Guajira,2020-06-16,138,8,51,
Colombia,Magdalena,2020-06-16,973,65,445,
Colombia,Meta,2020-06-16,1025,12,940,
Colombia,Narino,2020-06-16,2171,80,725,
Colombia,Norte de Santander,2020-06-16,162,15,110,
Colombia,Putumayo,2020-06-16,13,3,5,
Colombia,Quindio,2020-06-16,128,5,100,
Colombia,Risaralda,2020-06-16,323,11,235,
Colombia,San Andres y Providencia,2020-06-16,19,0,17,
Colombia,Santander,2020-06-16,253,9,54,
Colombia,Sucre,2020-06-16,240,11,10,
Colombia,Tolima,2020-06-16,394,15,208,
Colombia,Unknown,2020-06-16,74,0,0,
Colombia,Valle del Cauca,2020-06-16,6077,264,2110,
Colombia,Vaupes,2020-06-16,27,0,11,
Colombia,Vichada,2020-06-16,1,0,1,
Ethiopia,,2020-06-16,3630,61,738,
Indonesia,,2020-06-16,40400,2231,15703,
Malaysia,,2020-06-16,8505,121,7733,
Colombia,Amazonas,2020-06-17,2171,79,1354,
Colombia,Antioquia,2020-06-17,2273,13,809,
Colombia,Arauca,2020-06-17,46,0,2,
Colombia,Atlantico,2020-06-17,11424,467,2839,
Colombia,Bolivar,2020-06-17,5423,227,1748,
Colombia,Boyaca,2020-06-17,256,14,165,
Colombia,Caldas,2020-06-17,205,8,130,
Colombia,Capital District,2020-06-17,16839,439,6953,
Colombia,Caqueta,2020-06-17,28,2,21,
Colombia,Casanare,2020-06-17,38,0,33,
Colombia,Cauca,2020-06-17,197,9,74,
Colombia,Cesar,2020-06-17,560,17,89,
Colombia,Choco,2020-06-17,823,22,173,
Colombia,Cordoba,2020-06-17,303,17,84,
Colombia,Cundinamarca,2020-06-17,1835,46,561,
Colombia,Guainia,2020-06-17,7,1,2,
Colombia,Guaviare,2020-06-17,6,0,0,
Colombia,Huila,2020-06-17,281,13,236,
Colombia,La Guajira,2020-06-17,148,8,51,
Colombia,Magdalena,2020-06-17,996,65,457,
Colombia,Meta,2020-06-17,1027,12,941,
Colombia,Narino,2020-06-17,2205,81,743,
Colombia,Norte de Santander,2020-06-17,165,15,110,
Colombia,Putumayo,2020-06-17,14,3,5,
Colombia,Quindio,2020-06-17,129,5,102,
Colombia,Risaralda,2020-06-17,325,11,235,
Colombia,San Andres y Providencia,2020-06-17,20,0,17,
Colombia,Santander,2020-06-17,267,10,55,
Colombia,Sucre,2020-06-17,272,12,16,
Colombia,Tolima,2020-06-17,407,17,222,
Colombia,Unknown,2020-06-17,76,0,0,
Colombia,Valle del Cauca,2020-06-17,6289,274,2161,
Colombia,Vaupes,2020-06-17,27,0,11,
Colombia,Vichada,2020-06-17,1,0,1,
Ethiopia,,2020-06-17,3759,63,849,
Indonesia,,2020-06-17,41431,2276,16243,
Malaysia,,2020-06-17,8515,121,7873,
Colombia,Amazonas,2020-06-18,2179,79,1452,
Colombia,Antioquia,2020-06-18,2369,13,862,
Colombia,Arauca,2020-06-18,46,0,2,
Colombia,Atlantico,2020-06-18,12228,500,2972,
Colombia,Bolivar,2020-06-18,5550,236,1893,
Colombia,Boyaca,2020-06-18,263,14,167,
Colombia,Caldas,2020-06-18,205,8,131,
Colombia,Capital District,2020-06-18,17392,448,7206,
Colombia,Caqueta,2020-06-18,28,2,21,
Colombia,Casanare,2020-06-18,39,0,33,
Colombia,Cauca,2020-06-18,209,9,76,
Colombia,Cesar,2020-06-18,589,17,92,
Colombia,Choco,2020-06-18,841,24,167,
Colombia,Cordoba,2020-06-18,311,17,88,
Colombia,Cundinamarca,2020-06-18,1865,46,597,
Colombia,Guainia,2020-06-18,7,1,2,
Colombia,Guaviare,2020-06-18,7,0,0,
Colombia,Huila,2020-06-18,282,13,235,
Colombia,La Guajira,2020-06-18,158,8,51,
Colombia,Magdalena,2020-06-18,1027,66,490,
Colombia,Meta,2020-06-18,1032,12,942,
Colombia,Narino,2020-06-18,2222,84,760,
Colombia,Norte de Santander,2020-06-18,164,15,111,
Colombia,Putumayo,2020-06-18,16,3,8,
Colombia,Quindio,2020-06-18,131,5,102,
Colombia,Risaralda,2020-06-18,333,11,239,
Colombia,San Andres y Providencia,2020-06-18,20,1,17,
Colombia,Santander,2020-06-18,295,10,60,
Colombia,Sucre,2020-06-18,300,12,21,
Colombia,Tolima,2020-06-18,472,17,227,
Colombia,Unknown,2020-06-18,78,0,0,
Colombia,Valle del Cauca,2020-06-18,6516,284,2325,
Colombia,Vaupes,2020-06-18,27,0,11,
Colombia,Vichada,2020-06-18,1,0,1,
Ethiopia,,2020-06-18,3954,65,934,
Indonesia,,2020-06-18,42762,2339,16798,
